species	reference_annot	taxon_id	scientific_name	strain	study_title	study_abstract	genotype	library_layout.y	library_construction_protocol	library_name	library_selection	library_strategy	instrument_model	insert_size	submission_lab	submission_center	updated_date	center_name	sample_accession	bio_project	bio_sample	run_accession
Aspergillus nidulans	FungiDB-42_AnidulansFGSCA4	162425	Aspergillus nidulans	Strain LO8158	Expression profiles of wild-type and mcrA-deleted cells in a glucose minimal medium	Expression profiles of wild-type and mcrA-deleted cells cultured in a glucose minimal medium for 1 day. Overall design: mRNA profiles of wild-type and mcrA-deleted cells were generated by deep sequencing, in triplicate, using Illumina MiSeq.	mcrA-	PAIRED -	mycelia cultured in liquid media were harvested, flash frozen in liquid nitrogen, and RNA was recovered using Sepazol reagent. NEB directional RNA Sample Prep Kit was used with polyA-RNA for the construction of sequencing libraries. Directional RNA libraries were prepared for sequencing using standard NEB protocols		cDNA	RNA-Seq	Illumina MiSeq	0		GEO	2017-08-17	GEO	SRS1632998	PRJNA339765	SAMN05607012	SRR4048928
Aspergillus nidulans	FungiDB-42_AnidulansFGSCA4	162425	Aspergillus nidulans	FGSC A4	Transcriptional response of Aspergillus nidulans grown on high and low glucose concentrations	This study characterized the transcriptional response of the model filamentous fungus A. nidulans to the presence of high and low glucose concentrations under continuous chemostat cultivation with the aim to identify novel factors involved in glucose sensing and signalling.		PAIRED - NOMINAL_LENGTH: 400; NOMINAL_SDEV: 200;		BRC028-D0pt05	RANDOM	RNA-Seq	Illumina HiSeq 2000	400	BCE	Laboratorio Nacional de Ciencia e Tecnologia do Bioetanol	2017-04-05	LABORATORIO NACIONAL DE CIENCIA E TECNOLOGIA DO BI	SRS1731647	PRJNA345604	SAMN05876028	SRR4368863
Aspergillus nidulans	FungiDB-42_AnidulansFGSCA4	162425	Aspergillus nidulans	FGSC A4	Transcriptional response of Aspergillus nidulans grown on high and low glucose concentrations	This study characterized the transcriptional response of the model filamentous fungus A. nidulans to the presence of high and low glucose concentrations under continuous chemostat cultivation with the aim to identify novel factors involved in glucose sensing and signalling.		PAIRED - NOMINAL_LENGTH: 400; NOMINAL_SDEV: 200;		BRC039-D0pt05	RANDOM	RNA-Seq	Illumina HiSeq 2000	400	BCE	Laboratorio Nacional de Ciencia e Tecnologia do Bioetanol	2017-04-05	LABORATORIO NACIONAL DE CIENCIA E TECNOLOGIA DO BI	SRS1731647	PRJNA345604	SAMN05876028	SRR4368874
Aspergillus nidulans	FungiDB-42_AnidulansFGSCA4	162425	Aspergillus nidulans	FGSC A4	Transcriptional response of Aspergillus nidulans grown on high and low glucose concentrations	This study characterized the transcriptional response of the model filamentous fungus A. nidulans to the presence of high and low glucose concentrations under continuous chemostat cultivation with the aim to identify novel factors involved in glucose sensing and signalling.		PAIRED - NOMINAL_LENGTH: 400; NOMINAL_SDEV: 200;		BRC040-D0pt05	RANDOM	RNA-Seq	Illumina HiSeq 2000	400	BCE	Laboratorio Nacional de Ciencia e Tecnologia do Bioetanol	2017-04-05	LABORATORIO NACIONAL DE CIENCIA E TECNOLOGIA DO BI	SRS1731647	PRJNA345604	SAMN05876028	SRR4368883
Aspergillus nidulans	FungiDB-42_AnidulansFGSCA4	227321	Aspergillus nidulans FGSC A4	FGSC A4	Transcriptional response of Aspergillus nidulans grown on high and low glucose concentrations	This study characterized the transcriptional response of the model filamentous fungus A. nidulans to the presence of high and low glucose concentrations under continuous chemostat cultivation with the aim to identify novel factors involved in glucose sensing and signalling.		PAIRED - NOMINAL_LENGTH: 400; NOMINAL_SDEV: 200;		BRC028-D0pt15	RANDOM	RNA-Seq	Illumina HiSeq 2000	400	BCE	Laboratorio Nacional de Ciencia e Tecnologia do Bioetanol	2017-04-05	LABORATORIO NACIONAL DE CIENCIA E TECNOLOGIA DO BI	SRS1731648	PRJNA345604	SAMN05876029	SRR4368892
Aspergillus nidulans	FungiDB-42_AnidulansFGSCA4	227321	Aspergillus nidulans FGSC A4	FGSC A4	Transcriptional response of Aspergillus nidulans grown on high and low glucose concentrations	This study characterized the transcriptional response of the model filamentous fungus A. nidulans to the presence of high and low glucose concentrations under continuous chemostat cultivation with the aim to identify novel factors involved in glucose sensing and signalling.		PAIRED - NOMINAL_LENGTH: 400; NOMINAL_SDEV: 200;		BRC041-D0pt15	RANDOM	RNA-Seq	Illumina HiSeq 2000	400	BCE	Laboratorio Nacional de Ciencia e Tecnologia do Bioetanol	2017-04-05	LABORATORIO NACIONAL DE CIENCIA E TECNOLOGIA DO BI	SRS1731648	PRJNA345604	SAMN05876029	SRR4368902
Aspergillus nidulans	FungiDB-42_AnidulansFGSCA4	227321	Aspergillus nidulans FGSC A4	FGSC A4	Transcriptional response of Aspergillus nidulans grown on high and low glucose concentrations	This study characterized the transcriptional response of the model filamentous fungus A. nidulans to the presence of high and low glucose concentrations under continuous chemostat cultivation with the aim to identify novel factors involved in glucose sensing and signalling.		PAIRED - NOMINAL_LENGTH: 400; NOMINAL_SDEV: 200;		BRC042-D0pt15	RANDOM	RNA-Seq	Illumina HiSeq 2000	400	BCE	Laboratorio Nacional de Ciencia e Tecnologia do Bioetanol	2017-04-05	LABORATORIO NACIONAL DE CIENCIA E TECNOLOGIA DO BI	SRS1731648	PRJNA345604	SAMN05876029	SRR4368910
Aspergillus nidulans	FungiDB-42_AnidulansFGSCA4	162425	Aspergillus nidulans	FGSCA26 (biA1)	Effects of siruin AN1782 disruption on Aspergillus nidulans transcriptome	Sirtuin is a ubiquitous class III histone deacetylase (HDAC) that deacetylates acetyllysine residues of histones, and epigenetically regulates global transcription. We investigated a sirtuin isozyme (SirC, AN1782 encoding protein) of ascomycetes fungus Aspergillus nidulans. We used RNA-seq analyses for Aspergillus nidulans wild type strain and SirCd, a gene disruptant of sirC to elucidate the physiological roles of SirC.		SINGLE -		lib_nid_b	RT-PCR	RNA-Seq	Illumina HiSeq 4000	0	Faculty of Life and Environmental Sciences	University of tsukuba	2016-12-07	UNIVERSITY OF TSUKUBA	SRS1830998	PRJNA355963	SAMN06099142	SRR5069240
Aspergillus nidulans	FungiDB-42_AnidulansFGSCA4	162425	Aspergillus nidulans	sirCd (biA1; argB2; AN1782::argB)	Effects of siruin AN1782 disruption on Aspergillus nidulans transcriptome	Sirtuin is a ubiquitous class III histone deacetylase (HDAC) that deacetylates acetyllysine residues of histones, and epigenetically regulates global transcription. We investigated a sirtuin isozyme (SirC, AN1782 encoding protein) of ascomycetes fungus Aspergillus nidulans. We used RNA-seq analyses for Aspergillus nidulans wild type strain and SirCd, a gene disruptant of sirC to elucidate the physiological roles of SirC.		SINGLE -		lib_nid_c	RT-PCR	RNA-Seq	Illumina HiSeq 4000	0	Faculty of Life and Environmental Sciences	University of tsukuba	2016-12-07	UNIVERSITY OF TSUKUBA	SRS1830997	PRJNA355963	SAMN06099143	SRR5069241
Aspergillus nidulans	FungiDB-42_AnidulansFGSCA4	162425	Aspergillus nidulans	FGSCA26 (biA1)	Effects of siruin AN1782 disruption on Aspergillus nidulans transcriptome	Sirtuin is a ubiquitous class III histone deacetylase (HDAC) that deacetylates acetyllysine residues of histones, and epigenetically regulates global transcription. We investigated a sirtuin isozyme (SirC, AN1782 encoding protein) of ascomycetes fungus Aspergillus nidulans. We used RNA-seq analyses for Aspergillus nidulans wild type strain and SirCd, a gene disruptant of sirC to elucidate the physiological roles of SirC.		SINGLE -		lib_nid_a	RT-PCR	RNA-Seq	Illumina HiSeq 4000	0	Faculty of Life and Environmental Sciences	University of tsukuba	2016-12-07	UNIVERSITY OF TSUKUBA	SRS1830999	PRJNA355963	SAMN06099141	SRR5069242
Aspergillus nidulans	FungiDB-42_AnidulansFGSCA4	162425	Aspergillus nidulans	sirCd (biA1; argB2; AN1782::argB)	Effects of siruin AN1782 disruption on Aspergillus nidulans transcriptome	Sirtuin is a ubiquitous class III histone deacetylase (HDAC) that deacetylates acetyllysine residues of histones, and epigenetically regulates global transcription. We investigated a sirtuin isozyme (SirC, AN1782 encoding protein) of ascomycetes fungus Aspergillus nidulans. We used RNA-seq analyses for Aspergillus nidulans wild type strain and SirCd, a gene disruptant of sirC to elucidate the physiological roles of SirC.		SINGLE -		lib_nid_d	RT-PCR	RNA-Seq	Illumina HiSeq 4000	0	Faculty of Life and Environmental Sciences	University of tsukuba	2016-12-07	UNIVERSITY OF TSUKUBA	SRS1831000	PRJNA355963	SAMN06099144	SRR5069243
Aspergillus nidulans	FungiDB-42_AnidulansFGSCA4				Deletion of the celA gene in Aspergillus nidulans triggers overexpression of secondary metabolite biosynthetic genes	The cell wall is a structure involved in important stages of fungal growth and morphogenesis. Several studies in the literature have shown how perturbations at the cell wall-level trigger dramatic effects on growth (e.g. Horiuchi, 2009). Despite the importance of fungal cell walls and despite the great advances made in the field, there are still missing pieces in our understanding of cell wall dynamics in filamentous fungi. Some cell wall biosynthetic genes, for example, are still uncharacterized (for a detailed inventory of Aspergillus nidulans cell wall-related genes, see de Groot et al., 2009). The chief polysaccharides in the cell wall of the model organism A. nidulans are ÃƒÅ¸-glucans (ÃƒÅ¸-1,3-, ÃƒÅ¸-(1,3;1,4)- and ÃƒÅ¸-1,6-glucans), chitin and a-1,3-glucans. While much is known about the chitin and a-1,3-glucan biosynthetic genes in A. nidulans (Horiuchi et al., 1999; Fujiwara et al., 2000; Ichinomiya et al., 2002 and 2005; Takeshita et al., 2006; Yoshimi et al., 2013), no characterization is yet available for the celA gene (ANIA_08444) encoding a putative mixed-linkage glucan synthase (de Groot et al., 2009). Recently, a study on A. fumigatus has characterized Tft1, an enzyme shown to be responsible for the production of ÃƒÅ¸-(1,3;1,4)-glucans in this organism (Samar et al., 2015). Deletion of Tft1 causes no obvious phenotype in A. fumigatus and a modest increase in virulence. To characterize the role of ÃƒÅ¸-(1,3;1,4)-glucans in the growth and development of filamentous fungi, we here sought to provide transcriptomics data of an A. nidulans strain showing reduced expression of the gene encoding the putative mixed linkage glucan synthase celA. Overall design: RNA-Seq analysis of the control (SAA.111) and downregulated celA- strains of Aspergillus nidulans. Each condition consists of 3 biological replicates.		PAIRED -	Total RNA from mycelia was extracted from 100 mg of finely ground tissue, by using the RNeasy Plant Mini Kit (Qiagen), coupled with the on-column DNaseI digestion. RNA Integrity was measured using the Agilent bioanalyzer and RNA integrity numbers (RINs) were >7 for all the samples. RNA concentrations were measured using a ND-1000 spectrophotometer (NanoDrop). One microgram of extracted RNA was retro-transcribed using the ProtoScript II Reverse Transcriptase (NEB) following the manufacturerÃ¢â‚¬â„¢s instructions. Libraries were prepared from 3Ã‚Âµg of total RNA extracted from the mycelium after 3 days of growth at 37Ã‚Â°C with the SMARTer Stranded RNA-Seq kit (Clontech). The isolation of mRNAs was performed using the Illumina beads and the TruSeq protocol (Illumina), as described in Behr et al. (2016). The synthesis of cDNA and shearing were performed with ten ng mRNA, according to the manufacturerÃ¢â‚¬â„¢s instruction. The enrichment step was carried out using 14 cycles of PCR. The libraries were then checked using a 2100 Bioanalyzer (DNA High sensitivity Kit) to estimate the average fragment size. Library quantification was performed using the KAPA library quantification kit (KAPA Biosystems) and a ViiA7 Real-Time PCR System (Life technologies). The pooled libraries (at a concentration of 20 pM) were sequenced on an Illumina MiSeq (MiSeq reagent kit V3, 150 cycles) generating 76 base pairs paired-end reads.		cDNA	RNA-Seq	Illumina MiSeq	0		GEO	2017-07-27	GEO	SRS1941850	PRJNA368921	SAMN06273928	SRR5205834
Aspergillus nidulans	FungiDB-42_AnidulansFGSCA4				Deletion of the celA gene in Aspergillus nidulans triggers overexpression of secondary metabolite biosynthetic genes	The cell wall is a structure involved in important stages of fungal growth and morphogenesis. Several studies in the literature have shown how perturbations at the cell wall-level trigger dramatic effects on growth (e.g. Horiuchi, 2009). Despite the importance of fungal cell walls and despite the great advances made in the field, there are still missing pieces in our understanding of cell wall dynamics in filamentous fungi. Some cell wall biosynthetic genes, for example, are still uncharacterized (for a detailed inventory of Aspergillus nidulans cell wall-related genes, see de Groot et al., 2009). The chief polysaccharides in the cell wall of the model organism A. nidulans are ÃƒÅ¸-glucans (ÃƒÅ¸-1,3-, ÃƒÅ¸-(1,3;1,4)- and ÃƒÅ¸-1,6-glucans), chitin and a-1,3-glucans. While much is known about the chitin and a-1,3-glucan biosynthetic genes in A. nidulans (Horiuchi et al., 1999; Fujiwara et al., 2000; Ichinomiya et al., 2002 and 2005; Takeshita et al., 2006; Yoshimi et al., 2013), no characterization is yet available for the celA gene (ANIA_08444) encoding a putative mixed-linkage glucan synthase (de Groot et al., 2009). Recently, a study on A. fumigatus has characterized Tft1, an enzyme shown to be responsible for the production of ÃƒÅ¸-(1,3;1,4)-glucans in this organism (Samar et al., 2015). Deletion of Tft1 causes no obvious phenotype in A. fumigatus and a modest increase in virulence. To characterize the role of ÃƒÅ¸-(1,3;1,4)-glucans in the growth and development of filamentous fungi, we here sought to provide transcriptomics data of an A. nidulans strain showing reduced expression of the gene encoding the putative mixed linkage glucan synthase celA. Overall design: RNA-Seq analysis of the control (SAA.111) and downregulated celA- strains of Aspergillus nidulans. Each condition consists of 3 biological replicates.		PAIRED -	Total RNA from mycelia was extracted from 100 mg of finely ground tissue, by using the RNeasy Plant Mini Kit (Qiagen), coupled with the on-column DNaseI digestion. RNA Integrity was measured using the Agilent bioanalyzer and RNA integrity numbers (RINs) were >7 for all the samples. RNA concentrations were measured using a ND-1000 spectrophotometer (NanoDrop). One microgram of extracted RNA was retro-transcribed using the ProtoScript II Reverse Transcriptase (NEB) following the manufacturerÃ¢â‚¬â„¢s instructions. Libraries were prepared from 3Ã‚Âµg of total RNA extracted from the mycelium after 3 days of growth at 37Ã‚Â°C with the SMARTer Stranded RNA-Seq kit (Clontech). The isolation of mRNAs was performed using the Illumina beads and the TruSeq protocol (Illumina), as described in Behr et al. (2016). The synthesis of cDNA and shearing were performed with ten ng mRNA, according to the manufacturerÃ¢â‚¬â„¢s instruction. The enrichment step was carried out using 14 cycles of PCR. The libraries were then checked using a 2100 Bioanalyzer (DNA High sensitivity Kit) to estimate the average fragment size. Library quantification was performed using the KAPA library quantification kit (KAPA Biosystems) and a ViiA7 Real-Time PCR System (Life technologies). The pooled libraries (at a concentration of 20 pM) were sequenced on an Illumina MiSeq (MiSeq reagent kit V3, 150 cycles) generating 76 base pairs paired-end reads.		cDNA	RNA-Seq	Illumina MiSeq	0		GEO	2017-07-27	GEO	SRS1941849	PRJNA368921	SAMN06273927	SRR5205835
Aspergillus nidulans	FungiDB-42_AnidulansFGSCA4				Deletion of the celA gene in Aspergillus nidulans triggers overexpression of secondary metabolite biosynthetic genes	The cell wall is a structure involved in important stages of fungal growth and morphogenesis. Several studies in the literature have shown how perturbations at the cell wall-level trigger dramatic effects on growth (e.g. Horiuchi, 2009). Despite the importance of fungal cell walls and despite the great advances made in the field, there are still missing pieces in our understanding of cell wall dynamics in filamentous fungi. Some cell wall biosynthetic genes, for example, are still uncharacterized (for a detailed inventory of Aspergillus nidulans cell wall-related genes, see de Groot et al., 2009). The chief polysaccharides in the cell wall of the model organism A. nidulans are ÃƒÅ¸-glucans (ÃƒÅ¸-1,3-, ÃƒÅ¸-(1,3;1,4)- and ÃƒÅ¸-1,6-glucans), chitin and a-1,3-glucans. While much is known about the chitin and a-1,3-glucan biosynthetic genes in A. nidulans (Horiuchi et al., 1999; Fujiwara et al., 2000; Ichinomiya et al., 2002 and 2005; Takeshita et al., 2006; Yoshimi et al., 2013), no characterization is yet available for the celA gene (ANIA_08444) encoding a putative mixed-linkage glucan synthase (de Groot et al., 2009). Recently, a study on A. fumigatus has characterized Tft1, an enzyme shown to be responsible for the production of ÃƒÅ¸-(1,3;1,4)-glucans in this organism (Samar et al., 2015). Deletion of Tft1 causes no obvious phenotype in A. fumigatus and a modest increase in virulence. To characterize the role of ÃƒÅ¸-(1,3;1,4)-glucans in the growth and development of filamentous fungi, we here sought to provide transcriptomics data of an A. nidulans strain showing reduced expression of the gene encoding the putative mixed linkage glucan synthase celA. Overall design: RNA-Seq analysis of the control (SAA.111) and downregulated celA- strains of Aspergillus nidulans. Each condition consists of 3 biological replicates.		PAIRED -	Total RNA from mycelia was extracted from 100 mg of finely ground tissue, by using the RNeasy Plant Mini Kit (Qiagen), coupled with the on-column DNaseI digestion. RNA Integrity was measured using the Agilent bioanalyzer and RNA integrity numbers (RINs) were >7 for all the samples. RNA concentrations were measured using a ND-1000 spectrophotometer (NanoDrop). One microgram of extracted RNA was retro-transcribed using the ProtoScript II Reverse Transcriptase (NEB) following the manufacturerÃ¢â‚¬â„¢s instructions. Libraries were prepared from 3Ã‚Âµg of total RNA extracted from the mycelium after 3 days of growth at 37Ã‚Â°C with the SMARTer Stranded RNA-Seq kit (Clontech). The isolation of mRNAs was performed using the Illumina beads and the TruSeq protocol (Illumina), as described in Behr et al. (2016). The synthesis of cDNA and shearing were performed with ten ng mRNA, according to the manufacturerÃ¢â‚¬â„¢s instruction. The enrichment step was carried out using 14 cycles of PCR. The libraries were then checked using a 2100 Bioanalyzer (DNA High sensitivity Kit) to estimate the average fragment size. Library quantification was performed using the KAPA library quantification kit (KAPA Biosystems) and a ViiA7 Real-Time PCR System (Life technologies). The pooled libraries (at a concentration of 20 pM) were sequenced on an Illumina MiSeq (MiSeq reagent kit V3, 150 cycles) generating 76 base pairs paired-end reads.		cDNA	RNA-Seq	Illumina MiSeq	0		GEO	2017-07-27	GEO	SRS1941851	PRJNA368921	SAMN06273932	SRR5205836
Aspergillus nidulans	FungiDB-42_AnidulansFGSCA4				Deletion of the celA gene in Aspergillus nidulans triggers overexpression of secondary metabolite biosynthetic genes	The cell wall is a structure involved in important stages of fungal growth and morphogenesis. Several studies in the literature have shown how perturbations at the cell wall-level trigger dramatic effects on growth (e.g. Horiuchi, 2009). Despite the importance of fungal cell walls and despite the great advances made in the field, there are still missing pieces in our understanding of cell wall dynamics in filamentous fungi. Some cell wall biosynthetic genes, for example, are still uncharacterized (for a detailed inventory of Aspergillus nidulans cell wall-related genes, see de Groot et al., 2009). The chief polysaccharides in the cell wall of the model organism A. nidulans are ÃƒÅ¸-glucans (ÃƒÅ¸-1,3-, ÃƒÅ¸-(1,3;1,4)- and ÃƒÅ¸-1,6-glucans), chitin and a-1,3-glucans. While much is known about the chitin and a-1,3-glucan biosynthetic genes in A. nidulans (Horiuchi et al., 1999; Fujiwara et al., 2000; Ichinomiya et al., 2002 and 2005; Takeshita et al., 2006; Yoshimi et al., 2013), no characterization is yet available for the celA gene (ANIA_08444) encoding a putative mixed-linkage glucan synthase (de Groot et al., 2009). Recently, a study on A. fumigatus has characterized Tft1, an enzyme shown to be responsible for the production of ÃƒÅ¸-(1,3;1,4)-glucans in this organism (Samar et al., 2015). Deletion of Tft1 causes no obvious phenotype in A. fumigatus and a modest increase in virulence. To characterize the role of ÃƒÅ¸-(1,3;1,4)-glucans in the growth and development of filamentous fungi, we here sought to provide transcriptomics data of an A. nidulans strain showing reduced expression of the gene encoding the putative mixed linkage glucan synthase celA. Overall design: RNA-Seq analysis of the control (SAA.111) and downregulated celA- strains of Aspergillus nidulans. Each condition consists of 3 biological replicates.		PAIRED -	Total RNA from mycelia was extracted from 100 mg of finely ground tissue, by using the RNeasy Plant Mini Kit (Qiagen), coupled with the on-column DNaseI digestion. RNA Integrity was measured using the Agilent bioanalyzer and RNA integrity numbers (RINs) were >7 for all the samples. RNA concentrations were measured using a ND-1000 spectrophotometer (NanoDrop). One microgram of extracted RNA was retro-transcribed using the ProtoScript II Reverse Transcriptase (NEB) following the manufacturerÃ¢â‚¬â„¢s instructions. Libraries were prepared from 3Ã‚Âµg of total RNA extracted from the mycelium after 3 days of growth at 37Ã‚Â°C with the SMARTer Stranded RNA-Seq kit (Clontech). The isolation of mRNAs was performed using the Illumina beads and the TruSeq protocol (Illumina), as described in Behr et al. (2016). The synthesis of cDNA and shearing were performed with ten ng mRNA, according to the manufacturerÃ¢â‚¬â„¢s instruction. The enrichment step was carried out using 14 cycles of PCR. The libraries were then checked using a 2100 Bioanalyzer (DNA High sensitivity Kit) to estimate the average fragment size. Library quantification was performed using the KAPA library quantification kit (KAPA Biosystems) and a ViiA7 Real-Time PCR System (Life technologies). The pooled libraries (at a concentration of 20 pM) were sequenced on an Illumina MiSeq (MiSeq reagent kit V3, 150 cycles) generating 76 base pairs paired-end reads.		cDNA	RNA-Seq	Illumina MiSeq	0		GEO	2017-07-27	GEO	SRS1941852	PRJNA368921	SAMN06273931	SRR5205837
Aspergillus nidulans	FungiDB-42_AnidulansFGSCA4				Deletion of the celA gene in Aspergillus nidulans triggers overexpression of secondary metabolite biosynthetic genes	The cell wall is a structure involved in important stages of fungal growth and morphogenesis. Several studies in the literature have shown how perturbations at the cell wall-level trigger dramatic effects on growth (e.g. Horiuchi, 2009). Despite the importance of fungal cell walls and despite the great advances made in the field, there are still missing pieces in our understanding of cell wall dynamics in filamentous fungi. Some cell wall biosynthetic genes, for example, are still uncharacterized (for a detailed inventory of Aspergillus nidulans cell wall-related genes, see de Groot et al., 2009). The chief polysaccharides in the cell wall of the model organism A. nidulans are ÃƒÅ¸-glucans (ÃƒÅ¸-1,3-, ÃƒÅ¸-(1,3;1,4)- and ÃƒÅ¸-1,6-glucans), chitin and a-1,3-glucans. While much is known about the chitin and a-1,3-glucan biosynthetic genes in A. nidulans (Horiuchi et al., 1999; Fujiwara et al., 2000; Ichinomiya et al., 2002 and 2005; Takeshita et al., 2006; Yoshimi et al., 2013), no characterization is yet available for the celA gene (ANIA_08444) encoding a putative mixed-linkage glucan synthase (de Groot et al., 2009). Recently, a study on A. fumigatus has characterized Tft1, an enzyme shown to be responsible for the production of ÃƒÅ¸-(1,3;1,4)-glucans in this organism (Samar et al., 2015). Deletion of Tft1 causes no obvious phenotype in A. fumigatus and a modest increase in virulence. To characterize the role of ÃƒÅ¸-(1,3;1,4)-glucans in the growth and development of filamentous fungi, we here sought to provide transcriptomics data of an A. nidulans strain showing reduced expression of the gene encoding the putative mixed linkage glucan synthase celA. Overall design: RNA-Seq analysis of the control (SAA.111) and downregulated celA- strains of Aspergillus nidulans. Each condition consists of 3 biological replicates.		PAIRED -	Total RNA from mycelia was extracted from 100 mg of finely ground tissue, by using the RNeasy Plant Mini Kit (Qiagen), coupled with the on-column DNaseI digestion. RNA Integrity was measured using the Agilent bioanalyzer and RNA integrity numbers (RINs) were >7 for all the samples. RNA concentrations were measured using a ND-1000 spectrophotometer (NanoDrop). One microgram of extracted RNA was retro-transcribed using the ProtoScript II Reverse Transcriptase (NEB) following the manufacturerÃ¢â‚¬â„¢s instructions. Libraries were prepared from 3Ã‚Âµg of total RNA extracted from the mycelium after 3 days of growth at 37Ã‚Â°C with the SMARTer Stranded RNA-Seq kit (Clontech). The isolation of mRNAs was performed using the Illumina beads and the TruSeq protocol (Illumina), as described in Behr et al. (2016). The synthesis of cDNA and shearing were performed with ten ng mRNA, according to the manufacturerÃ¢â‚¬â„¢s instruction. The enrichment step was carried out using 14 cycles of PCR. The libraries were then checked using a 2100 Bioanalyzer (DNA High sensitivity Kit) to estimate the average fragment size. Library quantification was performed using the KAPA library quantification kit (KAPA Biosystems) and a ViiA7 Real-Time PCR System (Life technologies). The pooled libraries (at a concentration of 20 pM) were sequenced on an Illumina MiSeq (MiSeq reagent kit V3, 150 cycles) generating 76 base pairs paired-end reads.		cDNA	RNA-Seq	Illumina MiSeq	0		GEO	2017-07-27	GEO	SRS1941853	PRJNA368921	SAMN06273930	SRR5205838
Aspergillus nidulans	FungiDB-42_AnidulansFGSCA4				Deletion of the celA gene in Aspergillus nidulans triggers overexpression of secondary metabolite biosynthetic genes	The cell wall is a structure involved in important stages of fungal growth and morphogenesis. Several studies in the literature have shown how perturbations at the cell wall-level trigger dramatic effects on growth (e.g. Horiuchi, 2009). Despite the importance of fungal cell walls and despite the great advances made in the field, there are still missing pieces in our understanding of cell wall dynamics in filamentous fungi. Some cell wall biosynthetic genes, for example, are still uncharacterized (for a detailed inventory of Aspergillus nidulans cell wall-related genes, see de Groot et al., 2009). The chief polysaccharides in the cell wall of the model organism A. nidulans are ÃƒÅ¸-glucans (ÃƒÅ¸-1,3-, ÃƒÅ¸-(1,3;1,4)- and ÃƒÅ¸-1,6-glucans), chitin and a-1,3-glucans. While much is known about the chitin and a-1,3-glucan biosynthetic genes in A. nidulans (Horiuchi et al., 1999; Fujiwara et al., 2000; Ichinomiya et al., 2002 and 2005; Takeshita et al., 2006; Yoshimi et al., 2013), no characterization is yet available for the celA gene (ANIA_08444) encoding a putative mixed-linkage glucan synthase (de Groot et al., 2009). Recently, a study on A. fumigatus has characterized Tft1, an enzyme shown to be responsible for the production of ÃƒÅ¸-(1,3;1,4)-glucans in this organism (Samar et al., 2015). Deletion of Tft1 causes no obvious phenotype in A. fumigatus and a modest increase in virulence. To characterize the role of ÃƒÅ¸-(1,3;1,4)-glucans in the growth and development of filamentous fungi, we here sought to provide transcriptomics data of an A. nidulans strain showing reduced expression of the gene encoding the putative mixed linkage glucan synthase celA. Overall design: RNA-Seq analysis of the control (SAA.111) and downregulated celA- strains of Aspergillus nidulans. Each condition consists of 3 biological replicates.		PAIRED -	Total RNA from mycelia was extracted from 100 mg of finely ground tissue, by using the RNeasy Plant Mini Kit (Qiagen), coupled with the on-column DNaseI digestion. RNA Integrity was measured using the Agilent bioanalyzer and RNA integrity numbers (RINs) were >7 for all the samples. RNA concentrations were measured using a ND-1000 spectrophotometer (NanoDrop). One microgram of extracted RNA was retro-transcribed using the ProtoScript II Reverse Transcriptase (NEB) following the manufacturerÃ¢â‚¬â„¢s instructions. Libraries were prepared from 3Ã‚Âµg of total RNA extracted from the mycelium after 3 days of growth at 37Ã‚Â°C with the SMARTer Stranded RNA-Seq kit (Clontech). The isolation of mRNAs was performed using the Illumina beads and the TruSeq protocol (Illumina), as described in Behr et al. (2016). The synthesis of cDNA and shearing were performed with ten ng mRNA, according to the manufacturerÃ¢â‚¬â„¢s instruction. The enrichment step was carried out using 14 cycles of PCR. The libraries were then checked using a 2100 Bioanalyzer (DNA High sensitivity Kit) to estimate the average fragment size. Library quantification was performed using the KAPA library quantification kit (KAPA Biosystems) and a ViiA7 Real-Time PCR System (Life technologies). The pooled libraries (at a concentration of 20 pM) were sequenced on an Illumina MiSeq (MiSeq reagent kit V3, 150 cycles) generating 76 base pairs paired-end reads.		cDNA	RNA-Seq	Illumina MiSeq	0		GEO	2017-07-27	GEO	SRS1941855	PRJNA368921	SAMN06273929	SRR5205839
Aspergillus nidulans	FungiDB-42_AnidulansFGSCA4	162425	Aspergillus nidulans	CLK43	NapA Mediates a Redox Regulation of the Antioxidant Response, Carbon Utilization and Development in Aspergillus nidulans	Using transcriptomic analysis we show that transcription factor NapA is required for the regulation of at least 214 genes in intact asexual spores, including ethanol utilization genes alcR, alcA and aldA, and large groups of genes encoding proteins involved in transcriptional regulation, drug detoxification, carbohydrate utilization and secondary metabolism, comprising multiple oxidoreductases, membrane transporters and hydrolases. Overall design: We compare the transcriptomic profiles of WT and ?napA intact asexual spores (conidia)	yA2, pabaA	PAIRED -	Conidia from 6-day old cultures from strains CLK43 (WT) and CFL7 (ÃŽâ€napA) were collected and washed 3 times with 10 ml of cold water. Excess liquid was removed by centrifugation and conidia were immediately frozen with liquid nitrogen. Total RNA was extracted by cryogenic grinding using the Tissue Lyser (Qiagen) and purified using the RNAeasy Mini kit (Qiagen), following the manufacturerÃ¢â‚¬â„¢s protocol. Libraries were constructed using the TruSeq Stranded mRNA Library Prep Kit, following the manufacture's recommendations		cDNA	RNA-Seq	Illumina Genome Analyzer IIx	0		GEO	2017-02-13	GEO	SRS1967271	PRJNA373914	SAMN06318585	SRR5241853
