geneId	regionId	region	SM_IDs	nClusters
AN3281	region_33	ChrVI_A_nidulans_FGSC_A4:1229135-1290860	cluster_44	1
AN3280	region_33	ChrVI_A_nidulans_FGSC_A4:1229135-1290860	cluster_44	1
AN3279	region_33	ChrVI_A_nidulans_FGSC_A4:1229135-1290860	cluster_44	1
AN3278	region_33	ChrVI_A_nidulans_FGSC_A4:1229135-1290860	cluster_44	1
AN3277	region_33	ChrVI_A_nidulans_FGSC_A4:1229135-1290860	cluster_44	1
AN3276	region_33	ChrVI_A_nidulans_FGSC_A4:1229135-1290860	cluster_44	1
AN3275	region_33	ChrVI_A_nidulans_FGSC_A4:1229135-1290860	cluster_44	1
AN10402	region_33	ChrVI_A_nidulans_FGSC_A4:1229135-1290860	cluster_44	1
AN10389	region_33	ChrVI_A_nidulans_FGSC_A4:1229135-1290860	cluster_44	1
AN3273	region_33	ChrVI_A_nidulans_FGSC_A4:1229135-1290860	cluster_44	1
AN12188	region_33	ChrVI_A_nidulans_FGSC_A4:1229135-1290860	cluster_44	1
AN3272	region_33	ChrVI_A_nidulans_FGSC_A4:1229135-1290860	cluster_44	1
AN3271	region_33	ChrVI_A_nidulans_FGSC_A4:1229135-1290860	cluster_44	1
AN3270	region_33	ChrVI_A_nidulans_FGSC_A4:1229135-1290860	cluster_44	1
AN3269	region_33	ChrVI_A_nidulans_FGSC_A4:1229135-1290860	cluster_44	1
AN10388	region_33	ChrVI_A_nidulans_FGSC_A4:1229135-1290860	cluster_44	1
AN3267	region_33	ChrVI_A_nidulans_FGSC_A4:1229135-1290860	cluster_44	1
AN3257	region_34	ChrVI_A_nidulans_FGSC_A4:1320975-1335062	cluster_43	1
AN3256	region_34	ChrVI_A_nidulans_FGSC_A4:1320975-1335062	cluster_43	1
AN3255	region_34	ChrVI_A_nidulans_FGSC_A4:1320975-1335062	cluster_43	1
AN3254	region_34	ChrVI_A_nidulans_FGSC_A4:1320975-1335062	cluster_43	1
AN3253	region_34	ChrVI_A_nidulans_FGSC_A4:1320975-1335062	cluster_43	1
AN3252	region_34	ChrVI_A_nidulans_FGSC_A4:1320975-1335062	cluster_43	1
AN3238	region_35	ChrVI_A_nidulans_FGSC_A4:1372975-1435725	cluster_16	1
AN12184	region_35	ChrVI_A_nidulans_FGSC_A4:1372975-1435725	cluster_16	1
AN3237	region_35	ChrVI_A_nidulans_FGSC_A4:1372975-1435725	cluster_16	1
AN3236	region_35	ChrVI_A_nidulans_FGSC_A4:1372975-1435725	cluster_16	1
AN3235	region_35	ChrVI_A_nidulans_FGSC_A4:1372975-1435725	cluster_16	1
AN3234	region_35	ChrVI_A_nidulans_FGSC_A4:1372975-1435725	cluster_16	1
AN3233	region_35	ChrVI_A_nidulans_FGSC_A4:1372975-1435725	cluster_16	1
AN3232	region_35	ChrVI_A_nidulans_FGSC_A4:1372975-1435725	cluster_16	1
AN3231	region_35	ChrVI_A_nidulans_FGSC_A4:1372975-1435725	cluster_16	1
AN12183	region_35	ChrVI_A_nidulans_FGSC_A4:1372975-1435725	cluster_16	1
AN3230	region_35	ChrVI_A_nidulans_FGSC_A4:1372975-1435725	cluster_16	1
AN3229	region_35	ChrVI_A_nidulans_FGSC_A4:1372975-1435725	cluster_16	1
AN3228	region_35	ChrVI_A_nidulans_FGSC_A4:1372975-1435725	cluster_16	1
AN3227	region_35	ChrVI_A_nidulans_FGSC_A4:1372975-1435725	cluster_16	1
AN3226	region_35	ChrVI_A_nidulans_FGSC_A4:1372975-1435725	cluster_16	1
AN3225	region_35	ChrVI_A_nidulans_FGSC_A4:1372975-1435725	cluster_16	1
AN3224	region_35	ChrVI_A_nidulans_FGSC_A4:1372975-1435725	cluster_16	1
AN3223	region_35	ChrVI_A_nidulans_FGSC_A4:1372975-1435725	cluster_16	1
AN3222	region_35	ChrVI_A_nidulans_FGSC_A4:1372975-1435725	cluster_16	1
AN3221	region_35	ChrVI_A_nidulans_FGSC_A4:1372975-1435725	cluster_16	1
AN3220	region_35	ChrVI_A_nidulans_FGSC_A4:1372975-1435725	cluster_16	1
AN3219	region_35	ChrVI_A_nidulans_FGSC_A4:1372975-1435725	cluster_16	1
AN3218	region_35	ChrVI_A_nidulans_FGSC_A4:1372975-1435725	cluster_16	1
AN3217	region_35	ChrVI_A_nidulans_FGSC_A4:1372975-1435725	cluster_16	1
AN2928	region_36	ChrVI_A_nidulans_FGSC_A4:2361364-2404800	cluster_42	1
AN2927	region_36	ChrVI_A_nidulans_FGSC_A4:2361364-2404800	cluster_42	1
AN11691	region_36	ChrVI_A_nidulans_FGSC_A4:2361364-2404800	cluster_42	1
AN2926	region_36	ChrVI_A_nidulans_FGSC_A4:2361364-2404800	cluster_42	1
AN2925	region_36	ChrVI_A_nidulans_FGSC_A4:2361364-2404800	cluster_42	1
AN2924	region_36	ChrVI_A_nidulans_FGSC_A4:2361364-2404800	cluster_42	1
AN2923	region_36	ChrVI_A_nidulans_FGSC_A4:2361364-2404800	cluster_42	1
AN2922	region_36	ChrVI_A_nidulans_FGSC_A4:2361364-2404800	cluster_42	1
AN2921	region_36	ChrVI_A_nidulans_FGSC_A4:2361364-2404800	cluster_42	1
AN2920	region_36	ChrVI_A_nidulans_FGSC_A4:2361364-2404800	cluster_42	1
AN2919	region_36	ChrVI_A_nidulans_FGSC_A4:2361364-2404800	cluster_42	1
AN2918	region_36	ChrVI_A_nidulans_FGSC_A4:2361364-2404800	cluster_42	1
AN2917	region_36	ChrVI_A_nidulans_FGSC_A4:2361364-2404800	cluster_42	1
AN10329	region_37	ChrVI_A_nidulans_FGSC_A4:3344060-3394562	cluster_13	1
AN2626	region_37	ChrVI_A_nidulans_FGSC_A4:3344060-3394562	cluster_13	1
AN2625	region_37	ChrVI_A_nidulans_FGSC_A4:3344060-3394562	cluster_13	1
AN12328	region_37	ChrVI_A_nidulans_FGSC_A4:3344060-3394562	cluster_13	1
AN2624	region_37	ChrVI_A_nidulans_FGSC_A4:3344060-3394562	cluster_13	1
AN2623	region_37	ChrVI_A_nidulans_FGSC_A4:3344060-3394562	cluster_13	1
AN2622	region_37	ChrVI_A_nidulans_FGSC_A4:3344060-3394562	cluster_13	1
AN2621	region_37	ChrVI_A_nidulans_FGSC_A4:3344060-3394562	cluster_13	1
AN12327	region_37	ChrVI_A_nidulans_FGSC_A4:3344060-3394562	cluster_13	1
AN12326	region_37	ChrVI_A_nidulans_FGSC_A4:3344060-3394562	cluster_13	1
AN2619	region_37	ChrVI_A_nidulans_FGSC_A4:3344060-3394562	cluster_13	1
AN12325	region_37	ChrVI_A_nidulans_FGSC_A4:3344060-3394562	cluster_13	1
AN2618	region_37	ChrVI_A_nidulans_FGSC_A4:3344060-3394562	cluster_13	1
AN2617	region_37	ChrVI_A_nidulans_FGSC_A4:3344060-3394562	cluster_13	1
AN2616	region_37	ChrVI_A_nidulans_FGSC_A4:3344060-3394562	cluster_13	1
AN9013	region_38	ChrVII_A_nidulans_FGSC_A4:131163-177940	cluster_63	1
AN9012	region_38	ChrVII_A_nidulans_FGSC_A4:131163-177940	cluster_63	1
AN9011	region_38	ChrVII_A_nidulans_FGSC_A4:131163-177940	cluster_63	1
AN9010	region_38	ChrVII_A_nidulans_FGSC_A4:131163-177940	cluster_63	1
AN9009	region_38	ChrVII_A_nidulans_FGSC_A4:131163-177940	cluster_63	1
AN9008	region_38	ChrVII_A_nidulans_FGSC_A4:131163-177940	cluster_63	1
AN9007	region_38	ChrVII_A_nidulans_FGSC_A4:131163-177940	cluster_63	1
AN9006	region_38	ChrVII_A_nidulans_FGSC_A4:131163-177940	cluster_63	1
AN9005	region_38	ChrVII_A_nidulans_FGSC_A4:131163-177940	cluster_63	1
AN9004	region_38	ChrVII_A_nidulans_FGSC_A4:131163-177940	cluster_63	1
AN9003	region_38	ChrVII_A_nidulans_FGSC_A4:131163-177940	cluster_63	1
AN9002	region_38	ChrVII_A_nidulans_FGSC_A4:131163-177940	cluster_63	1
AN9001	region_38	ChrVII_A_nidulans_FGSC_A4:131163-177940	cluster_63	1
AN9000	region_38	ChrVII_A_nidulans_FGSC_A4:131163-177940	cluster_63	1
AN8915	region_39	ChrVII_A_nidulans_FGSC_A4:462446-515149	cluster_62	1
AN8914	region_39	ChrVII_A_nidulans_FGSC_A4:462446-515149	cluster_62	1
AN8913	region_39	ChrVII_A_nidulans_FGSC_A4:462446-515149	cluster_62	1
AN8912	region_39	ChrVII_A_nidulans_FGSC_A4:462446-515149	cluster_62	1
AN8911	region_39	ChrVII_A_nidulans_FGSC_A4:462446-515149	cluster_62	1
AN8910	region_39	ChrVII_A_nidulans_FGSC_A4:462446-515149	cluster_62	1
AN8909	region_39	ChrVII_A_nidulans_FGSC_A4:462446-515149	cluster_62	1
AN8908	region_39	ChrVII_A_nidulans_FGSC_A4:462446-515149	cluster_62	1
AN12240	region_39	ChrVII_A_nidulans_FGSC_A4:462446-515149	cluster_62	1
AN8907	region_39	ChrVII_A_nidulans_FGSC_A4:462446-515149	cluster_62	1
AN8906	region_39	ChrVII_A_nidulans_FGSC_A4:462446-515149	cluster_62	1
AN8905	region_39	ChrVII_A_nidulans_FGSC_A4:462446-515149	cluster_62	1
AN11149	region_39	ChrVII_A_nidulans_FGSC_A4:462446-515149	cluster_62	1
AN11143	region_39	ChrVII_A_nidulans_FGSC_A4:462446-515149	cluster_62	1
AN8903	region_39	ChrVII_A_nidulans_FGSC_A4:462446-515149	cluster_62	1
AN8902	region_39	ChrVII_A_nidulans_FGSC_A4:462446-515149	cluster_62	1
AN8901	region_39	ChrVII_A_nidulans_FGSC_A4:462446-515149	cluster_62	1
AN1592	region_40	ChrVII_A_nidulans_FGSC_A4:1279630-1298722	cluster_37	1
AN1593	region_40	ChrVII_A_nidulans_FGSC_A4:1279630-1298722	cluster_37	1
AN1594	region_40	ChrVII_A_nidulans_FGSC_A4:1279630-1298722	cluster_37	1
AN1595	region_40	ChrVII_A_nidulans_FGSC_A4:1279630-1298722	cluster_37	1
AN1596	region_40	ChrVII_A_nidulans_FGSC_A4:1279630-1298722	cluster_37	1
AN1597	region_40	ChrVII_A_nidulans_FGSC_A4:1279630-1298722	cluster_37	1
AN1598	region_40	ChrVII_A_nidulans_FGSC_A4:1279630-1298722	cluster_37	1
AN1599	region_40	ChrVII_A_nidulans_FGSC_A4:1279630-1298722	cluster_37	1
AN1674	region_41	ChrVII_A_nidulans_FGSC_A4:1572067-1630702	cluster_38	1
AN1675	region_41	ChrVII_A_nidulans_FGSC_A4:1572067-1630702	cluster_38	1
AN1676	region_41	ChrVII_A_nidulans_FGSC_A4:1572067-1630702	cluster_38	1
AN1677	region_41	ChrVII_A_nidulans_FGSC_A4:1572067-1630702	cluster_38	1
AN1678	region_41	ChrVII_A_nidulans_FGSC_A4:1572067-1630702	cluster_38	1
AN1679	region_41	ChrVII_A_nidulans_FGSC_A4:1572067-1630702	cluster_38	1
AN1680	region_41	ChrVII_A_nidulans_FGSC_A4:1572067-1630702	cluster_38	1
AN1681	region_41	ChrVII_A_nidulans_FGSC_A4:1572067-1630702	cluster_38	1
AN1682	region_41	ChrVII_A_nidulans_FGSC_A4:1572067-1630702	cluster_38	1
AN1683	region_41	ChrVII_A_nidulans_FGSC_A4:1572067-1630702	cluster_38	1
AN1684	region_41	ChrVII_A_nidulans_FGSC_A4:1572067-1630702	cluster_38	1
AN11312	region_41	ChrVII_A_nidulans_FGSC_A4:1572067-1630702	cluster_38	1
AN1685	region_41	ChrVII_A_nidulans_FGSC_A4:1572067-1630702	cluster_38	1
AN1686	region_41	ChrVII_A_nidulans_FGSC_A4:1572067-1630702	cluster_38	1
AN1687	region_41	ChrVII_A_nidulans_FGSC_A4:1572067-1630702	cluster_38	1
AN1688	region_41	ChrVII_A_nidulans_FGSC_A4:1572067-1630702	cluster_38	1
AN1689	region_41	ChrVII_A_nidulans_FGSC_A4:1572067-1630702	cluster_38	1
AN1690	region_41	ChrVII_A_nidulans_FGSC_A4:1572067-1630702	cluster_38	1
AN1691	region_41	ChrVII_A_nidulans_FGSC_A4:1572067-1630702	cluster_38	1
AN1776	region_42	ChrVII_A_nidulans_FGSC_A4:1849682-1936557	cluster_39	1
AN1777	region_42	ChrVII_A_nidulans_FGSC_A4:1849682-1936557	cluster_39	1
AN1778	region_42	ChrVII_A_nidulans_FGSC_A4:1849682-1936557	cluster_39	1
AN1779	region_42	ChrVII_A_nidulans_FGSC_A4:1849682-1936557	cluster_39	1
AN1780	region_42	ChrVII_A_nidulans_FGSC_A4:1849682-1936557	cluster_39	1
AN1781	region_42	ChrVII_A_nidulans_FGSC_A4:1849682-1936557	cluster_39	1
AN1782	region_42	ChrVII_A_nidulans_FGSC_A4:1849682-1936557	cluster_39	1
AN12306	region_42	ChrVII_A_nidulans_FGSC_A4:1849682-1936557	cluster_39	1
AN12307	region_42	ChrVII_A_nidulans_FGSC_A4:1849682-1936557	cluster_39	1
AN1784	region_42	ChrVII_A_nidulans_FGSC_A4:1849682-1936557	cluster_39	1
AN1785	region_42	ChrVII_A_nidulans_FGSC_A4:1849682-1936557	cluster_39	1
AN1786	region_42	ChrVII_A_nidulans_FGSC_A4:1849682-1936557	cluster_39	1
AN1787	region_42	ChrVII_A_nidulans_FGSC_A4:1849682-1936557	cluster_39	1
AN12308	region_42	ChrVII_A_nidulans_FGSC_A4:1849682-1936557	cluster_39	1
AN1788	region_42	ChrVII_A_nidulans_FGSC_A4:1849682-1936557	cluster_39	1
AN1789	region_42	ChrVII_A_nidulans_FGSC_A4:1849682-1936557	cluster_39	1
AN1790	region_42	ChrVII_A_nidulans_FGSC_A4:1849682-1936557	cluster_39;cluster_40	2
AN12309	region_42	ChrVII_A_nidulans_FGSC_A4:1849682-1936557	cluster_40	1
AN1791	region_42	ChrVII_A_nidulans_FGSC_A4:1849682-1936557	cluster_40	1
AN1792	region_42	ChrVII_A_nidulans_FGSC_A4:1849682-1936557	cluster_40	1
AN1793	region_42	ChrVII_A_nidulans_FGSC_A4:1849682-1936557	cluster_40	1
AN1794	region_42	ChrVII_A_nidulans_FGSC_A4:1849682-1936557	cluster_40	1
AN1795	region_42	ChrVII_A_nidulans_FGSC_A4:1849682-1936557	cluster_40	1
AN1796	region_42	ChrVII_A_nidulans_FGSC_A4:1849682-1936557	cluster_40	1
AN1797	region_42	ChrVII_A_nidulans_FGSC_A4:1849682-1936557	cluster_40	1
AN1798	region_42	ChrVII_A_nidulans_FGSC_A4:1849682-1936557	cluster_40	1
AN1799	region_42	ChrVII_A_nidulans_FGSC_A4:1849682-1936557	cluster_40	1
AN1800	region_42	ChrVII_A_nidulans_FGSC_A4:1849682-1936557	cluster_40	1
AN1801	region_42	ChrVII_A_nidulans_FGSC_A4:1849682-1936557	cluster_40	1
AN1802	region_42	ChrVII_A_nidulans_FGSC_A4:1849682-1936557	cluster_40	1
AN10256	region_43	ChrVII_A_nidulans_FGSC_A4:2620369-2684540	cluster_18	1
AN2029	region_43	ChrVII_A_nidulans_FGSC_A4:2620369-2684540	cluster_18	1
AN2030	region_43	ChrVII_A_nidulans_FGSC_A4:2620369-2684540	cluster_18	1
AN2031	region_43	ChrVII_A_nidulans_FGSC_A4:2620369-2684540	cluster_18	1
AN2032	region_43	ChrVII_A_nidulans_FGSC_A4:2620369-2684540	cluster_18	1
AN2033	region_43	ChrVII_A_nidulans_FGSC_A4:2620369-2684540	cluster_18	1
AN2034	region_43	ChrVII_A_nidulans_FGSC_A4:2620369-2684540	cluster_18	1
AN2035	region_43	ChrVII_A_nidulans_FGSC_A4:2620369-2684540	cluster_18	1
AN2036	region_43	ChrVII_A_nidulans_FGSC_A4:2620369-2684540	cluster_18	1
AN2037	region_43	ChrVII_A_nidulans_FGSC_A4:2620369-2684540	cluster_18	1
AN2038	region_43	ChrVII_A_nidulans_FGSC_A4:2620369-2684540	cluster_18	1
AN2039	region_43	ChrVII_A_nidulans_FGSC_A4:2620369-2684540	cluster_18	1
AN2040	region_43	ChrVII_A_nidulans_FGSC_A4:2620369-2684540	cluster_18	1
AN2041	region_43	ChrVII_A_nidulans_FGSC_A4:2620369-2684540	cluster_18	1
AN2042	region_43	ChrVII_A_nidulans_FGSC_A4:2620369-2684540	cluster_18	1
AN2043	region_43	ChrVII_A_nidulans_FGSC_A4:2620369-2684540	cluster_18	1
AN2057	region_44	ChrVII_A_nidulans_FGSC_A4:2714698-2730193	cluster_41	1
AN2058	region_44	ChrVII_A_nidulans_FGSC_A4:2714698-2730193	cluster_41	1
AN2059	region_44	ChrVII_A_nidulans_FGSC_A4:2714698-2730193	cluster_41	1
AN2060	region_44	ChrVII_A_nidulans_FGSC_A4:2714698-2730193	cluster_41	1
AN11861	region_44	ChrVII_A_nidulans_FGSC_A4:2714698-2730193	cluster_41	1
AN11862	region_44	ChrVII_A_nidulans_FGSC_A4:2714698-2730193	cluster_41	1
AN2062	region_44	ChrVII_A_nidulans_FGSC_A4:2714698-2730193	cluster_41	1
AN2339	region_45	ChrVII_A_nidulans_FGSC_A4:3608003-3649418	cluster_26	1
AN10287	region_45	ChrVII_A_nidulans_FGSC_A4:3608003-3649418	cluster_26	1
AN10293	region_45	ChrVII_A_nidulans_FGSC_A4:3608003-3649418	cluster_26	1
AN10288	region_45	ChrVII_A_nidulans_FGSC_A4:3608003-3649418	cluster_26	1
AN10294	region_45	ChrVII_A_nidulans_FGSC_A4:3608003-3649418	cluster_26	1
AN2342	region_45	ChrVII_A_nidulans_FGSC_A4:3608003-3649418	cluster_26	1
AN2343	region_45	ChrVII_A_nidulans_FGSC_A4:3608003-3649418	cluster_26	1
AN2344	region_45	ChrVII_A_nidulans_FGSC_A4:3608003-3649418	cluster_26	1
AN10289	region_45	ChrVII_A_nidulans_FGSC_A4:3608003-3649418	cluster_26	1
AN10295	region_45	ChrVII_A_nidulans_FGSC_A4:3608003-3649418	cluster_26	1
AN2346	region_45	ChrVII_A_nidulans_FGSC_A4:3608003-3649418	cluster_26	1
AN12125	region_45	ChrVII_A_nidulans_FGSC_A4:3608003-3649418	cluster_26	1
AN2347	region_45	ChrVII_A_nidulans_FGSC_A4:3608003-3649418	cluster_26	1
AN12126	region_45	ChrVII_A_nidulans_FGSC_A4:3608003-3649418	cluster_26	1
AN12127	region_45	ChrVII_A_nidulans_FGSC_A4:3608003-3649418	cluster_26	1
AN2349	region_45	ChrVII_A_nidulans_FGSC_A4:3608003-3649418	cluster_26	1
AN2392	region_46	ChrVII_A_nidulans_FGSC_A4:3782043-3838117	cluster_27	1
AN2393	region_46	ChrVII_A_nidulans_FGSC_A4:3782043-3838117	cluster_27	1
AN2394	region_46	ChrVII_A_nidulans_FGSC_A4:3782043-3838117	cluster_27	1
AN2395	region_46	ChrVII_A_nidulans_FGSC_A4:3782043-3838117	cluster_27	1
AN2396	region_46	ChrVII_A_nidulans_FGSC_A4:3782043-3838117	cluster_27	1
AN2397	region_46	ChrVII_A_nidulans_FGSC_A4:3782043-3838117	cluster_27	1
AN2398	region_46	ChrVII_A_nidulans_FGSC_A4:3782043-3838117	cluster_27	1
AN2399	region_46	ChrVII_A_nidulans_FGSC_A4:3782043-3838117	cluster_27	1
AN2400	region_46	ChrVII_A_nidulans_FGSC_A4:3782043-3838117	cluster_27	1
AN12115	region_46	ChrVII_A_nidulans_FGSC_A4:3782043-3838117	cluster_27	1
AN12116	region_46	ChrVII_A_nidulans_FGSC_A4:3782043-3838117	cluster_27	1
AN2402	region_46	ChrVII_A_nidulans_FGSC_A4:3782043-3838117	cluster_27	1
AN10300	region_46	ChrVII_A_nidulans_FGSC_A4:3782043-3838117	cluster_27	1
AN10297	region_46	ChrVII_A_nidulans_FGSC_A4:3782043-3838117	cluster_27	1
AN2404	region_46	ChrVII_A_nidulans_FGSC_A4:3782043-3838117	cluster_27	1
AN2405	region_46	ChrVII_A_nidulans_FGSC_A4:3782043-3838117	cluster_27	1
AN12119	region_46	ChrVII_A_nidulans_FGSC_A4:3782043-3838117	cluster_27	1
AN2406	region_46	ChrVII_A_nidulans_FGSC_A4:3782043-3838117	cluster_27	1
AN2407	region_46	ChrVII_A_nidulans_FGSC_A4:3782043-3838117	cluster_27	1
AN11337	region_46	ChrVII_A_nidulans_FGSC_A4:3782043-3838117	cluster_27	1
AN2408	region_46	ChrVII_A_nidulans_FGSC_A4:3782043-3838117	cluster_27	1
AN10298	region_46	ChrVII_A_nidulans_FGSC_A4:3782043-3838117	cluster_27	1
AN10301	region_46	ChrVII_A_nidulans_FGSC_A4:3782043-3838117	cluster_27	1
AN2538	region_47	ChrVII_A_nidulans_FGSC_A4:4267290-4355536	cluster_08	1
AN12472	region_47	ChrVII_A_nidulans_FGSC_A4:4267290-4355536	cluster_08	1
AN2540	region_47	ChrVII_A_nidulans_FGSC_A4:4267290-4355536	cluster_08	1
AN2541	region_47	ChrVII_A_nidulans_FGSC_A4:4267290-4355536	cluster_08	1
AN2542	region_47	ChrVII_A_nidulans_FGSC_A4:4267290-4355536	cluster_08	1
AN2543	region_47	ChrVII_A_nidulans_FGSC_A4:4267290-4355536	cluster_08	1
AN2544	region_47	ChrVII_A_nidulans_FGSC_A4:4267290-4355536	cluster_08	1
AN2545	region_47	ChrVII_A_nidulans_FGSC_A4:4267290-4355536	cluster_08	1
AN2546	region_47	ChrVII_A_nidulans_FGSC_A4:4267290-4355536	cluster_08	1
AN2547	region_47	ChrVII_A_nidulans_FGSC_A4:4267290-4355536	cluster_08	1
AN2548	region_47	ChrVII_A_nidulans_FGSC_A4:4267290-4355536	cluster_08	1
AN2549	region_47	ChrVII_A_nidulans_FGSC_A4:4267290-4355536	cluster_08	1
AN2550	region_47	ChrVII_A_nidulans_FGSC_A4:4267290-4355536	cluster_08	1
AN10325	region_47	ChrVII_A_nidulans_FGSC_A4:4267290-4355536	cluster_08;cluster_69	2
AN10319	region_47	ChrVII_A_nidulans_FGSC_A4:4267290-4355536	cluster_08;cluster_69	2
AN10320	region_47	ChrVII_A_nidulans_FGSC_A4:4267290-4355536	cluster_08;cluster_69	2
AN10326	region_47	ChrVII_A_nidulans_FGSC_A4:4267290-4355536	cluster_08;cluster_69	2
AN2553	region_47	ChrVII_A_nidulans_FGSC_A4:4267290-4355536	cluster_08;cluster_69	2
AN2554	region_47	ChrVII_A_nidulans_FGSC_A4:4267290-4355536	cluster_69	1
AN2555	region_47	ChrVII_A_nidulans_FGSC_A4:4267290-4355536	cluster_69	1
AN2556	region_47	ChrVII_A_nidulans_FGSC_A4:4267290-4355536	cluster_69	1
AN2557	region_47	ChrVII_A_nidulans_FGSC_A4:4267290-4355536	cluster_69	1
AN11348	region_47	ChrVII_A_nidulans_FGSC_A4:4267290-4355536	cluster_69	1
AN11817	region_48	ChrVIII_A_nidulans_FGSC_A4:25126-70138	cluster_04	1
AN9241	region_48	ChrVIII_A_nidulans_FGSC_A4:25126-70138	cluster_04	1
AN9242	region_48	ChrVIII_A_nidulans_FGSC_A4:25126-70138	cluster_04	1
AN9243	region_48	ChrVIII_A_nidulans_FGSC_A4:25126-70138	cluster_04	1
AN9244	region_48	ChrVIII_A_nidulans_FGSC_A4:25126-70138	cluster_04	1
AN9245	region_48	ChrVIII_A_nidulans_FGSC_A4:25126-70138	cluster_04	1
AN9246	region_48	ChrVIII_A_nidulans_FGSC_A4:25126-70138	cluster_04	1
AN9247	region_48	ChrVIII_A_nidulans_FGSC_A4:25126-70138	cluster_04	1
AN9248	region_48	ChrVIII_A_nidulans_FGSC_A4:25126-70138	cluster_04	1
AN9249	region_48	ChrVIII_A_nidulans_FGSC_A4:25126-70138	cluster_04	1
AN9250	region_48	ChrVIII_A_nidulans_FGSC_A4:25126-70138	cluster_04	1
AN9251	region_48	ChrVIII_A_nidulans_FGSC_A4:25126-70138	cluster_04	1
AN9252	region_48	ChrVIII_A_nidulans_FGSC_A4:25126-70138	cluster_04	1
AN9253	region_48	ChrVIII_A_nidulans_FGSC_A4:25126-70138	cluster_04	1
AN9254	region_48	ChrVIII_A_nidulans_FGSC_A4:25126-70138	cluster_04	1
AN9280	region_49	ChrVIII_A_nidulans_FGSC_A4:162754-238372	cluster_66	1
AN9281	region_49	ChrVIII_A_nidulans_FGSC_A4:162754-238372	cluster_66	1
AN9282	region_49	ChrVIII_A_nidulans_FGSC_A4:162754-238372	cluster_66	1
AN9283	region_49	ChrVIII_A_nidulans_FGSC_A4:162754-238372	cluster_66	1
AN9284	region_49	ChrVIII_A_nidulans_FGSC_A4:162754-238372	cluster_66	1
AN9285	region_49	ChrVIII_A_nidulans_FGSC_A4:162754-238372	cluster_66	1
AN9286	region_49	ChrVIII_A_nidulans_FGSC_A4:162754-238372	cluster_66	1
AN9287	region_49	ChrVIII_A_nidulans_FGSC_A4:162754-238372	cluster_66	1
AN9288	region_49	ChrVIII_A_nidulans_FGSC_A4:162754-238372	cluster_66	1
AN9289	region_49	ChrVIII_A_nidulans_FGSC_A4:162754-238372	cluster_66	1
AN9290	region_49	ChrVIII_A_nidulans_FGSC_A4:162754-238372	cluster_66	1
AN11820	region_49	ChrVIII_A_nidulans_FGSC_A4:162754-238372	cluster_66	1
AN11821	region_49	ChrVIII_A_nidulans_FGSC_A4:162754-238372	cluster_66	1
AN9292	region_49	ChrVIII_A_nidulans_FGSC_A4:162754-238372	cluster_66	1
AN9293	region_49	ChrVIII_A_nidulans_FGSC_A4:162754-238372	cluster_66	1
AN9294	region_49	ChrVIII_A_nidulans_FGSC_A4:162754-238372	cluster_66	1
AN9295	region_49	ChrVIII_A_nidulans_FGSC_A4:162754-238372	cluster_66	1
AN9296	region_49	ChrVIII_A_nidulans_FGSC_A4:162754-238372	cluster_66	1
AN9297	region_49	ChrVIII_A_nidulans_FGSC_A4:162754-238372	cluster_66	1
AN9298	region_49	ChrVIII_A_nidulans_FGSC_A4:162754-238372	cluster_66	1
AN9299	region_49	ChrVIII_A_nidulans_FGSC_A4:162754-238372	cluster_66	1
AN9300	region_49	ChrVIII_A_nidulans_FGSC_A4:162754-238372	cluster_66	1
AN11210	region_49	ChrVIII_A_nidulans_FGSC_A4:162754-238372	cluster_66	1
AN11215	region_49	ChrVIII_A_nidulans_FGSC_A4:162754-238372	cluster_66	1
AN9302	region_49	ChrVIII_A_nidulans_FGSC_A4:162754-238372	cluster_66	1
AN9303	region_49	ChrVIII_A_nidulans_FGSC_A4:162754-238372	cluster_66	1
AN9304	region_49	ChrVIII_A_nidulans_FGSC_A4:162754-238372	cluster_66	1
AN9305	region_49	ChrVIII_A_nidulans_FGSC_A4:162754-238372	cluster_66	1
AN9306	region_49	ChrVIII_A_nidulans_FGSC_A4:162754-238372	cluster_66	1
AN9307	region_49	ChrVIII_A_nidulans_FGSC_A4:162754-238372	cluster_66	1
AN9311	region_50	ChrVIII_A_nidulans_FGSC_A4:245540-255341	cluster_67	1
AN9313	region_50	ChrVIII_A_nidulans_FGSC_A4:245540-255341	cluster_67	1
AN9314	region_50	ChrVIII_A_nidulans_FGSC_A4:245540-255341	cluster_67	1
AN1250	region_51	ChrVIII_A_nidulans_FGSC_A4:1053009-1111968	cluster_36	1
AN1249	region_51	ChrVIII_A_nidulans_FGSC_A4:1053009-1111968	cluster_36	1
AN1248	region_51	ChrVIII_A_nidulans_FGSC_A4:1053009-1111968	cluster_36	1
AN1247	region_51	ChrVIII_A_nidulans_FGSC_A4:1053009-1111968	cluster_36	1
AN1246	region_51	ChrVIII_A_nidulans_FGSC_A4:1053009-1111968	cluster_36	1
AN1245	region_51	ChrVIII_A_nidulans_FGSC_A4:1053009-1111968	cluster_36	1
AN1244	region_51	ChrVIII_A_nidulans_FGSC_A4:1053009-1111968	cluster_36	1
AN1243	region_51	ChrVIII_A_nidulans_FGSC_A4:1053009-1111968	cluster_36	1
AN1242	region_51	ChrVIII_A_nidulans_FGSC_A4:1053009-1111968	cluster_36	1
